Command,Shell,Exit code,User time (us),System time (us),Max RSS (Bytes),Page Reclaims,Page Faults,Voluntary Context Switches,Involuntary Context Switches,Wall clock (us)
"ls -lr","",0,718,4010,1949696,446,0,0,20,24557
"ls -lr","",0,709,3929,1949696,446,0,0,18,24570
"ls -lr","",0,721,4144,1982464,448,0,0,22,24431
"ls -lr","",0,714,3985,1966080,447,0,0,18,24485
"ls -lr","",0,724,4094,1654784,428,0,0,19,24445
"ls -lr","",0,705,3435,1982464,448,0,0,20,24502
"ls -lr","",0,671,3982,1949696,446,0,0,19,24817
"ls -lr","",0,711,4016,1835008,439,0,0,18,24627
"ls -lr","",0,717,4030,1802240,437,0,0,21,24288
"ls -lr","",0,707,3290,1851392,440,0,0,19,24546
"ls -lr","",0,698,2357,1949696,446,0,0,18,24783
"ls -lr","",0,727,4041,1949696,446,0,0,19,24219
"ls -lar","",0,737,4123,1867776,441,0,0,21,24702
"ls -lar","",0,715,3534,1851392,440,0,0,22,24620
"ls -lar","",0,766,4072,1867776,441,0,0,19,24398
"ls -lar","",0,732,4128,1949696,446,0,0,20,24336
"ls -lar","",0,696,4083,1949696,446,0,0,21,24502
"ls -lar","",0,736,3986,1867776,441,0,0,20,24619
"ls -lar","",0,728,3986,1687552,430,0,0,19,24302
"ls -lar","",0,728,4076,1687552,430,0,0,23,24330
"ls -lar","",0,747,4029,1867776,441,0,0,20,24437
"ls -lar","",0,712,4119,1867776,441,0,0,19,24518
"ls -lar","",0,754,4131,1933312,445,0,0,20,24341
"ls -lar","",0,757,4049,1884160,442,0,0,19,24390
"ls -lar","",0,748,3995,1687552,431,0,0,18,24423
"ls -lar","",0,739,4130,2129920,458,0,0,19,24590
"ls -lar","",0,747,4110,1687552,431,0,0,20,24552
"ls -lar","",0,729,3982,1687552,431,0,0,22,24512
"ls -lar","",0,705,2331,2146304,459,0,0,19,24792
"ls -lar","",0,762,4020,1949696,447,0,0,19,24508
"ls -lar","",0,746,3444,1654784,429,0,0,18,24437
"ls -lar","",0,740,4104,1867776,442,0,0,20,24263
"ls -lar","",0,756,3895,1949696,447,0,0,18,24277
"ls -lar","",0,738,4140,1949696,447,0,0,21,24375
"ls -lar","",0,758,4082,1654784,429,0,0,20,24392
"ls -lar","",0,733,4074,2129920,458,0,0,21,24175
"ls -lar","",0,703,4013,1687552,431,0,0,19,24284
"ls -lar","",0,753,4101,1654784,429,0,0,20,24293
"ls -lar","",0,731,4088,1949696,447,0,0,20,24584
"ls -lar","",0,739,4034,2129920,458,0,0,17,24374
"ls -lar","",0,720,4077,1949696,447,0,0,20,24612
"ls -lar","",0,718,3620,1933312,446,0,0,21,24717
"ls -lar","",0,726,4039,1949696,447,0,0,21,24345
"ls -lar","",0,725,4003,1654784,429,0,0,19,24344
"ls -lar","",0,720,4110,1949696,447,0,0,19,24861
"ls -lar","",0,725,4083,1687552,431,0,0,20,24479
"ls -lar","",0,728,2207,2129920,458,0,0,19,24439
"ls -lar","",0,721,4106,1949696,447,0,0,18,24176
"ls -lar","",0,741,3425,1966080,448,0,0,19,24382
"ls -lar","",0,738,4034,1802240,438,0,0,20,24687
"ls -lar","",0,732,2143,1966080,448,0,0,20,24257
"ls -lar","",0,749,3984,1654784,429,0,0,19,23997
"ls -lar","",0,737,4089,1949696,447,0,0,21,24319
"ls -lar","",0,724,3973,1867776,442,0,0,18,24482
"ls -lar","",0,756,2230,1949696,447,0,0,19,24771
"ls -lar","",0,736,3911,1949696,447,0,0,17,24397
"ls -lar","",0,698,4140,1867776,442,0,0,20,24595
"ls -lar","",0,705,2400,1900544,444,0,0,19,24823
"ls -lar","",0,716,3501,1900544,444,0,0,20,24690
"ls -lar","",0,734,3983,1851392,441,0,0,19,24445
"ls -lar","",0,736,4081,1867776,442,0,0,20,24202
"ls -lar","",0,744,4134,1949696,447,0,0,21,24520
"ls -lar","",0,735,3771,1900544,444,0,0,19,24250
"ls -lar","",0,746,4158,1949696,447,0,0,19,24335
"ls -lar","",0,750,4103,1851392,441,0,0,21,24434
"ls -lar","",0,742,2758,1933312,446,0,0,21,24413
"ls -lar","",0,718,3532,1949696,447,0,0,19,24233
"ls -lar","",0,721,4004,1867776,442,0,0,23,24520
"ls -lar","",0,714,4115,2146304,459,0,0,20,24618
